,法院名称,上诉法院,级别
2045,临桂区人民法院,桂林市中级人民法院,基层
2046,灵川县人民法院,桂林市中级人民法院,基层
2047,全州县人民法院,桂林市中级人民法院,基层
2048,兴安县人民法院,桂林市中级人民法院,基层
2049,永福县人民法院,桂林市中级人民法院,基层
2050,灌阳县人民法院,桂林市中级人民法院,基层
2051,龙胜县人民法院,桂林市中级人民法院,基层
2052,资源县人民法院,桂林市中级人民法院,基层
2053,平乐县人民法院,桂林市中级人民法院,基层
2054,荔浦县人民法院,桂林市中级人民法院,基层
2055,恭城县人民法院,桂林市中级人民法院,基层
2056,万秀区人民法院,梧州市中级人民法院,基层
2057,龙圩区人民法院,梧州市中级人民法院,基层
2058,长洲区人民法院,梧州市中级人民法院,基层
2059,岑溪市人民法院,梧州市中级人民法院,基层
2060,苍梧县人民法院,梧州市中级人民法院,基层
2061,藤县人民法院,梧州市中级人民法院,基层
2062,蒙山县人民法院,梧州市中级人民法院,基层
2063,海城区人民法院,北海市中级人民法院,基层
2064,银海区人民法院,北海市中级人民法院,基层
2065,铁山港区人民法院,北海市中级人民法院,基层
2066,合浦县人民法院,北海市中级人民法院,基层
2067,港口区人民法院,防城港市中级人民法院,基层
2068,防城区人民法院,防城港市中级人民法院,基层
2069,东兴市人民法院,防城港市中级人民法院,基层
2070,上思县人民法院,防城港市中级人民法院,基层
2071,钦南区人民法院,钦州市中级人民法院,基层
2072,钦北区人民法院,钦州市中级人民法院,基层
2073,灵山县人民法院,钦州市中级人民法院,基层
2074,浦北县人民法院,钦州市中级人民法院,基层
2075,港北区人民法院,贵港市中级人民法院,基层
2076,港南区人民法院,贵港市中级人民法院,基层
2077,覃塘区人民法院,贵港市中级人民法院,基层
2078,桂平市人民法院,贵港市中级人民法院,基层
2079,平南县人民法院,贵港市中级人民法院,基层
2080,玉州区人民法院,玉林市中级人民法院,基层
2081,北流市人民法院,玉林市中级人民法院,基层
2082,容县人民法院,玉林市中级人民法院,基层
2083,陆川县人民法院,玉林市中级人民法院,基层
2084,博白县人民法院,玉林市中级人民法院,基层
2085,兴业县人民法院,玉林市中级人民法院,基层
2086,福绵区人民法院,玉林市中级人民法院,基层
2087,右江区人民法院,百色市中级人民法院,基层
2088,田阳县人民法院,百色市中级人民法院,基层
2089,田东县人民法院,百色市中级人民法院,基层
2090,平果县人民法院,百色市中级人民法院,基层
2091,德保县人民法院,百色市中级人民法院,基层
2092,靖西县人民法院,百色市中级人民法院,基层
2093,那坡县人民法院,百色市中级人民法院,基层
2094,凌云县人民法院,百色市中级人民法院,基层
2095,乐业县人民法院,百色市中级人民法院,基层
2096,田林县人民法院,百色市中级人民法院,基层
2097,西林县人民法院,百色市中级人民法院,基层
2098,隆林县人民法院,百色市中级人民法院,基层
2099,八步区人民法院,贺州市中级人民法院,基层
2100,昭平县人民法院,贺州市中级人民法院,基层
2101,钟山县人民法院,贺州市中级人民法院,基层
2102,富川县人民法院,贺州市中级人民法院,基层
2103,平桂区人民法院,贺州市中级人民法院,基层
2104,金城江区人民法院,河池市中级人民法院,基层
2105,宜州区人民法院,河池市中级人民法院,基层
2106,南丹县人民法院,河池市中级人民法院,基层
2107,天峨县人民法院,河池市中级人民法院,基层
2108,凤山县人民法院,河池市中级人民法院,基层
2109,东兰县人民法院,河池市中级人民法院,基层
2110,罗城县人民法院,河池市中级人民法院,基层
2111,环江县人民法院,河池市中级人民法院,基层
2112,巴马县人民法院,河池市中级人民法院,基层
2113,都安县人民法院,河池市中级人民法院,基层
2114,大化县人民法院,河池市中级人民法院,基层
2115,兴宾区人民法院,来宾市中级人民法院,基层
2116,合山市人民法院,来宾市中级人民法院,基层
2117,忻城县人民法院,来宾市中级人民法院,基层
2118,象州县人民法院,来宾市中级人民法院,基层
2119,武宣县人民法院,来宾市中级人民法院,基层
2120,金秀县人民法院,来宾市中级人民法院,基层
2121,江州区人民法院,崇左市中级人民法院,基层
2122,凭祥市人民法院,崇左市中级人民法院,基层
2123,扶绥县人民法院,崇左市中级人民法院,基层
2124,宁明县人民法院,崇左市中级人民法院,基层
2125,龙州县人民法院,崇左市中级人民法院,基层
2126,大新县人民法院,崇左市中级人民法院,基层
2127,天等县人民法院,崇左市中级人民法院,基层
2128,柳州铁路运输人民法院,南宁铁路中级人民法院,基层
2129,南宁铁路运输人民法院,南宁铁路中级人民法院,基层
2130,秀英区人民法院,海口市中级人民法院,基层
2131,龙华区人民法院,海口市中级人民法院,基层
2132,琼山区人民法院,海口市中级人民法院,基层
2133,美兰区人民法院,海口市中级人民法院,基层
2134,城郊人民法院,三亚市中级人民法院,基层
2135,三沙群岛人民法院,三亚市中级人民法院,基层
2136,文昌市人民法院,海南一中级人民法院,基层
2137,琼海市人民法院,海南一中级人民法院,基层
2138,万宁市人民法院,海南一中级人民法院,基层
2139,五指山市人民法院,海南一中级人民法院,基层
2140,澄迈县人民法院,海南一中级人民法院,基层
2141,定安县人民法院,海南一中级人民法院,基层
2142,屯昌县人民法院,海南一中级人民法院,基层
2143,陵水县人民法院,海南一中级人民法院,基层
2144,琼中县人民法院,海南一中级人民法院,基层
2145,保亭县人民法院,海南一中级人民法院,基层
2146,儋州市人民法院,海南二中级人民法院,基层
2147,东方市人民法院,海南二中级人民法院,基层
2148,临高县人民法院,海南二中级人民法院,基层
2149,白沙县人民法院,海南二中级人民法院,基层
2150,昌江县人民法院,海南二中级人民法院,基层
2151,乐东县人民法院,海南二中级人民法院,基层
2152,洋浦开发区人民法院,海南二中级人民法院,基层
2153,沙坪坝区人民法院,重庆一中级人民法院,基层
2154,江北区人民法院,重庆一中级人民法院,基层
2155,北碚区人民法院,重庆一中级人民法院,基层
2156,渝北区人民法院,重庆一中级人民法院,基层
2157,大足区人民法院,重庆一中级人民法院,基层
2158,合川区人民法院,重庆一中级人民法院,基层
2159,长寿区人民法院,重庆一中级人民法院,基层
2160,璧山区人民法院,重庆一中级人民法院,基层
2161,铜梁区人民法院,重庆一中级人民法院,基层
2162,潼南区人民法院,重庆一中级人民法院,基层
2163,万州区人民法院,重庆二中级人民法院,基层
2164,云阳县人民法院,重庆二中级人民法院,基层
2165,奉节县人民法院,重庆二中级人民法院,基层
2166,巫山县人民法院,重庆二中级人民法院,基层
2167,梁平区人民法院,重庆二中级人民法院,基层
2168,开州区人民法院,重庆二中级人民法院,基层
2169,忠县人民法院,重庆二中级人民法院,基层
2170,城口县人民法院,重庆二中级人民法院,基层
2171,巫溪县人民法院,重庆二中级人民法院,基层
2172,涪陵区人民法院,重庆三中级人民法院,基层
2173,南川区人民法院,重庆三中级人民法院,基层
2174,丰都县人民法院,重庆三中级人民法院,基层
2175,垫江县人民法院,重庆三中级人民法院,基层
2176,武隆区人民法院,重庆三中级人民法院,基层
2177,黔江区人民法院,重庆四中级人民法院,基层
2178,石柱县人民法院,重庆四中级人民法院,基层
2179,彭水县人民法院,重庆四中级人民法院,基层
2180,酉阳县人民法院,重庆四中级人民法院,基层
2181,秀山县人民法院,重庆四中级人民法院,基层
2182,渝中区人民法院,重庆五中级人民法院,基层
2183,南岸区人民法院,重庆五中级人民法院,基层
2184,九龙坡区人民法院,重庆五中级人民法院,基层
2185,大渡口区人民法院,重庆五中级人民法院,基层
2186,巴南区人民法院,重庆五中级人民法院,基层
2187,万盛区人民法院,重庆五中级人民法院,基层
2188,永川区人民法院,重庆五中级人民法院,基层
2189,江津区人民法院,重庆五中级人民法院,基层
2190,綦江区人民法院,重庆五中级人民法院,基层
2191,荣昌区人民法院,重庆五中级人民法院,基层
2192,锦江区人民法院,成都市中级人民法院,基层
2193,青羊区人民法院,成都市中级人民法院,基层
2194,金牛区人民法院,成都市中级人民法院,基层
2195,武侯区人民法院,成都市中级人民法院,基层
2196,成华区人民法院,成都市中级人民法院,基层
2197,龙泉驿区人民法院,成都市中级人民法院,基层
2198,青白江区人民法院,成都市中级人民法院,基层
2199,新都区人民法院,成都市中级人民法院,基层
2200,温江区人民法院,成都市中级人民法院,基层
2201,都江堰市人民法院,成都市中级人民法院,基层
2202,彭州市人民法院,成都市中级人民法院,基层
2203,邛崃市人民法院,成都市中级人民法院,基层
2204,崇州市人民法院,成都市中级人民法院,基层
2205,金堂县人民法院,成都市中级人民法院,基层
2206,双流区人民法院,成都市中级人民法院,基层
2207,郫都区人民法院,成都市中级人民法院,基层
2208,大邑县人民法院,成都市中级人民法院,基层
2209,蒲江县人民法院,成都市中级人民法院,基层
2210,新津县人民法院,成都市中级人民法院,基层
2211,成都高新开发区人民法院,成都市中级人民法院,基层
2212,简阳市人民法院,成都市中级人民法院,基层
2213,四川自贸区人民法院,成都市中级人民法院,基层
2214,自流井区人民法院,自贡市中级人民法院,基层
2215,贡井区人民法院,自贡市中级人民法院,基层
2216,大安区人民法院,自贡市中级人民法院,基层
2217,沿滩区人民法院,自贡市中级人民法院,基层
2218,荣县人民法院,自贡市中级人民法院,基层
2219,富顺县人民法院,自贡市中级人民法院,基层
2220,东区人民法院,攀枝花市中级人民法院,基层
2221,西区人民法院,攀枝花市中级人民法院,基层
2222,仁和区人民法院,攀枝花市中级人民法院,基层
2223,米易县人民法院,攀枝花市中级人民法院,基层
2224,盐边县人民法院,攀枝花市中级人民法院,基层
2225,江阳区人民法院,泸州市中级人民法院,基层
2226,纳溪区人民法院,泸州市中级人民法院,基层
2227,龙马潭区人民法院,泸州市中级人民法院,基层
2228,泸县人民法院,泸州市中级人民法院,基层
2229,合江县人民法院,泸州市中级人民法院,基层
2230,叙永县人民法院,泸州市中级人民法院,基层
2231,古蔺县人民法院,泸州市中级人民法院,基层
2232,旌阳区人民法院,德阳市中级人民法院,基层
2233,广汉市人民法院,德阳市中级人民法院,基层
